stage,Endothelial,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,0,8.17,8.17
72hpf,0,2.14,0,0,2.14,5.35
21Day,0,0,0,1.34,4.02,1.34
3Month,0.32,0.32,0.96,0,0,0.32
