stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
72hpf,1.07,0,1.07,29.95,1.07,3.21
21Day,1.34,1.34,0,25.43,2.68,2.68
3Month,0.64,4.8,0,0.32,0,0
