stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,0,89.9,20.43
72hpf,0,7.49,1.07,0,0,0,58.84,8.56
21Day,0,6.69,4.02,0,1.34,0,13.39,5.35
3Month,0.32,4.16,0,3.2,0.96,0.32,0.32,1.28
22Month,0,1.64,0,0,0,0,0,0
