stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,1.07,0,0,0,9.63,0,0,0
21Day,0,28.11,2.68,0,0,48.19,0,0,0
3Month,0.96,5.12,0,0.64,1.28,22.08,0,0.32,0.64
22Month,0.55,12.03,0,0.55,1.09,33.89,2.19,0.55,1.09
