stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,36.78,0,8.17
72hpf,13.91,2.14,0,2.14,3.21,217.17,0,34.23
21Day,8.03,0,0,0,1.34,69.6,1.34,17.4
3Month,0.96,0,0.64,0.32,0,0,0,1.28
22Month,7.11,0,1.09,1.09,0,0.55,1.09,1.64
