stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09,0
72hpf,1.07,0,0,0,1.07,0
21Day,4.02,0,0,0,0,0
3Month,3.52,0.64,0.96,0.32,0.32,0.32
22Month,10.39,0.55,1.64,0,0,0
