stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,8.17,4.09
72hpf,0,0,0,0,0,5.35,3.21
21Day,0,1.34,0,0,1.34,5.35,2.68
3Month,0,4.48,2.88,0.64,0,0,0.32
22Month,0.55,4.37,0,0,0,0,0.55
