stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,16.35,0,12.26
72hpf,0,7.49,7.49,0,0,4.28,11.77,0,34.23
21Day,0,4.02,2.68,0,0,0,1.34,1.34,21.42
3Month,0.64,4.8,0.64,5.44,0.96,0.64,0.32,0.32,5.76
22Month,0.55,6.01,1.09,2.73,1.64,0,0,0,2.73
