stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,0,0,4.09
72hpf,0,4.28,0,0,0,0,6.42,4.28
21Day,0,4.02,0,0,0,0,9.37,5.35
3Month,0.96,8.96,0.32,0.96,0.96,1.28,0.64,3.84
22Month,1.09,15.31,0,0,1.64,1.09,0,0
