stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,8.17,0,0,0,0
72hpf,0,12.84,0,0,0,2.14,0,0
21Day,0,24.09,0,1.34,0,4.02,0,0
3Month,0,18.56,0.64,3.2,0,0.32,0.32,4.16
22Month,1.09,20.77,6.56,4.37,0.55,2.19,0,1.09
