stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,1.07,1.07,0,0,70.61,0,3.21
21Day,0,6.69,0,1.34,33.46,2.68,2.68
3Month,0,0.32,0.32,0,0,0,0
