stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,8.17,0,4.09,0,61.3,0,0,0
72hpf,9.63,0,0,0,8.56,0,0,0
21Day,5.35,1.34,0,0,4.02,0,0,0
3Month,63.03,486.32,6.72,1.92,5.12,0,2.56,3.52
22Month,16.4,25.69,1.09,0,0.55,0.55,0.55,1.09
