stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,8.17,0,44.95,8.17
72hpf,1.07,1.07,0,0,9.63,2.14
21Day,2.68,1.34,0,0,4.02,1.34
3Month,4.48,0,0.32,0,0,0.32
22Month,14.21,0,0.55,0.55,0,0.55
