stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,4.09,0,0,0,4.09,0,0
72hpf,0,5.35,0,0,46,0,0
21Day,0,4.02,0,0,133.85,0,4.02
3Month,0,3.2,0.32,0.96,0.32,0,0.64
22Month,0,9.29,0,1.09,1.09,0.55,0
