stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,20.43,8.17,0
72hpf,0,0,0,0,18.19,2.14,0
21Day,0,0,1.34,1.34,52.2,0,1.34
3Month,5.44,0,0.96,0,0,0,0.64
22Month,2.73,0.55,0,0,0,0,0
