stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,57.21,0,0,0,0
72hpf,0,0,0,10.7,1.07,1.07,0,1.07
21Day,0,1.34,0,36.14,9.37,1.34,0,0
3Month,56.31,0,0.64,21.12,0.64,0,0.32,1.28
22Month,28.43,0.55,0,40.45,0,0,4.37,0.55
