stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,4.09,0,0,0,4.09
72hpf,1.07,1.07,0,2.14,1.07
21Day,1.34,1.34,1.34,0,2.68
3Month,1.6,0,0.96,0,0
22Month,1.09,0,2.19,0.55,0
