stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,0,12.26,0,0
72hpf,0,0,0,0,0,20.33,0,4.28
21Day,0,2.68,2.68,1.34,2.68,58.9,1.34,0
3Month,0.96,17.6,108.14,2.24,1.28,0.96,1.6,0.32
22Month,0,13.12,13.67,2.73,0.55,0.55,0,2.73
