stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,4.09,0,24.52
72hpf,6.42,0,0,0,0,0,0
21Day,1.34,1.34,0,0,0,0,0
3Month,3.2,34.55,0.64,0.32,0,0.32,0
