stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,12.26,0,0,0,0,4.09,0,0
72hpf,4.28,0,0,0,1.07,0,0,0
21Day,6.69,0,0,0,2.68,0,0,0
3Month,8,0,0.32,0.64,0.64,0,0.32,0.32
22Month,5.47,0.55,0,0.55,0,0,0,0
