stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,4.09
72hpf,2.14,0,0,4.28,0
21Day,2.68,2.68,0,1.34,4.02
3Month,0.96,2.24,0,0,0.32
22Month,3.28,1.64,0.55,0,0.55
