stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,0,1.07,2.14
3Month,0.32,2.88,1.28,0.32,0.32,0,0
22Month,0,4.92,0,0,0,0,0
