stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,8.17,0,4.09
72hpf,0,0,0,4.28,0,4.28
21Day,5.35,0,1.34,1.34,1.34,1.34
22Month,1.09,0.55,0,0,0,0
