stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,8.17,8.17,0,4.09,4.09,294.22,8.17,0,28.6
72hpf,0,4.28,0,0,1.07,64.19,0,2.14,9.63
21Day,0,12.05,45.51,4.02,8.03,40.16,0,1.34,9.37
22Month,0,0.55,0,0.55,0,0,0,0,0
