stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,16.35,0,0,4.09,4.09,36.78,0
72hpf,3.21,1.07,0,0,0,1.07,0
21Day,0,0,0,0,0,1.34,0
3Month,0.96,0,1.92,0.64,0,0,0.32
22Month,7.11,0,14.76,0,0.55,0,0
