stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
21Day,1.34,2.68,0,57.56,4.02,4.02,1.34
3Month,1.6,0,3.52,25.92,0,0,0
22Month,2.73,0,2.73,0,0,0,0
