stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,0,0,36.78,4.09
72hpf,5.35,0,0,0,3.21,9.63
21Day,4.02,0,0,2.68,2.68,9.37
3Month,1.6,0.32,0,0,0,0
22Month,10.39,0,0.55,2.19,1.64,0
