stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,8.17,0,4.09
72hpf,1.07,1.07,1.07,58.84,0,1.07
21Day,0,1.34,0,29.45,1.34,1.34
3Month,0.32,0.32,0,0,0,0.32
