stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09,4.09
72hpf,1.07,1.07,0,1.07,20.33,1.07
21Day,0,0,1.34,2.68,21.42,2.68
