stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,8.17,8.17
72hpf,0,0,0,0,5.35,0
21Day,6.69,1.34,0,1.34,1.34,4.02
3Month,1.6,0,0.64,0.64,0,0
22Month,1.09,0,0,0.55,0,0
