stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,8.17,0
72hpf,3.21,0,0,0,6.42,0
21Day,1.34,1.34,0,13.39,4.02,5.35
3Month,5.76,0,6.4,2.24,0,0.32
22Month,12.03,0.55,0.55,2.73,0,2.19
