stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,3.21,0,0,0,6.42,0,0,1.07
21Day,0,0,0,0,4.02,0,1.34,0
3Month,3.52,0.32,0.64,0.32,0.32,0,0.32,0.32
22Month,10.39,0,2.73,0,2.19,0.55,0,0
