stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,0,106.25,4.09,12.26
72hpf,0,1.07,0,0,0,2.14,0,1.07
21Day,0,2.68,0,0,0,1.34,0,0
3Month,0,3.52,0.32,0.96,0.64,0,0,0.64
22Month,1.09,1.64,0.55,0,1.64,0,0,1.64
