stage,Epithelial,Erythroid,Immune,Neuron,Stromal
72hpf,1.07,0,0,6.42,0
21Day,0,1.34,0,0,1.34
3Month,0.96,0,0.32,0,0
22Month,2.19,0,1.09,0,0.55
