stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,20.43,0,0,0,8.17,0
72hpf,5.35,0,0,0,2.14,11.77
21Day,20.08,0,0,0,1.34,5.35
3Month,16.64,18.56,0.64,0.32,0,0.32
22Month,3.28,1.64,0.55,0,0,0
