stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,12.26,0,0,0,0,8.17,0,0
72hpf,40.65,1.07,0,0,0,2.14,0,1.07
21Day,29.45,0,0,0,1.34,0,0,0
3Month,3.84,0,0.32,1.6,0.32,0,0,0.64
22Month,3.83,0,0,3.28,0,0,1.09,0.55
