stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,4.09,0,16.35,0
72hpf,0,1.07,0,1.07,29.95,2.14
21Day,0,2.68,0,0,12.05,1.34
3Month,0,0.96,0,0,0,0
22Month,0.55,1.09,0.55,0.55,0,0
