stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,4.09,0,0,4.09,12.26,0,0
72hpf,0,4.28,0,0,0,6.42,0,2.14
21Day,0,10.71,0,0,1.34,4.02,0,1.34
3Month,0,8.96,0,2.24,0.32,0,0,0.32
22Month,0.55,34.44,1.09,7.11,0,0.55,4.37,2.19
