stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,16.35,0,0,0,0,0
72hpf,23.54,0,0,4.28,0,0
21Day,32.12,1.34,4.02,1.34,1.34,1.34
3Month,6.08,0,1.92,0,0.32,0
