stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,9.63,0,0,2.14,8.56,0,0,0
21Day,16.06,0,0,13.39,36.14,0,2.68,1.34
3Month,3.2,0.96,0.32,0.32,0,0,0,0.32
22Month,7.11,0,2.19,0,0,0.55,0,0
