stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,0,2.14,0,0,0,0
21Day,0,1.34,6.69,0,1.34,1.34
3Month,0.32,4.16,26.56,1.28,0,0.96
22Month,0,0.55,0.55,0,0,0
