stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,40.86,0,16.35
72hpf,1.07,0,0,0,20.33,0,1.07
21Day,1.34,1.34,0,0,8.03,1.34,2.68
3Month,0.64,0,2.88,0.32,0,0,0
22Month,0.55,0,1.64,0,0.55,0,0.55
