stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,20.43,4.09
72hpf,0,0,0,0,1.07,3.21,0
21Day,0,2.68,1.34,1.34,0,0,1.34
