stage,Epithelial,Erythroid,Immune,Muscle,Neuron
24hpf,0,0,32.69,0,4.09
72hpf,2.14,1.07,1.07,0,2.14
21Day,9.37,0,8.03,1.34,1.34
3Month,0.32,0,0.32,0,0
22Month,1.09,0,0.55,0,0
