stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,32.69,0,0,0
72hpf,2.14,0,1.07,0,1.07,5.35,1.07,0,1.07
21Day,2.68,6.69,0,5.35,2.68,5.35,0,1.34,14.72
3Month,29.44,0.96,24,6.4,1.92,1.6,0,2.24,3.2
22Month,35.53,0,1.09,8.2,0.55,1.09,0,0,2.19
