stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,0,0,0,0,0
72hpf,3.21,0,0,0,0,2.14,0,3.21
21Day,1.34,0,0,0,2.68,0,0,2.68
3Month,9.92,0.64,0.32,2.24,0.32,0,0.32,0.32
22Month,1.64,0,0,0,0,0,0,0
