stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,28.6,0
72hpf,4.28,0,0,23.54,0
21Day,2.68,0,1.34,16.06,1.34
3Month,0.96,5.44,0,0,0
