stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,0,2.14,0,0,0
21Day,0,2.68,0,0,4.02,0,1.34,0
3Month,0.32,1.6,0.64,1.28,0,0,0,0
22Month,1.09,12.03,0,2.73,0,0.55,0.55,0.55
