stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0,1.07,0,0,0
21Day,8.03,1.34,0,0,2.68,2.68,0,0,0
3Month,17.28,0,11.52,0.64,41.59,0.64,0,0.64,0.32
22Month,20.77,0,1.64,1.09,37.17,0,0.55,0,0.55
