stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,0,0,4.28,0,0
21Day,0,0,1.34,4.02,1.34,0
3Month,2.24,2.88,0.64,8.64,0,0.32
22Month,0.55,1.09,0,0.55,0,0
