stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,8.17,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,2.14,0,0,0
21Day,1.34,0,0,0,0,0,0,0
3Month,33.59,484.08,5.44,1.92,2.24,0.32,1.6,1.6
22Month,3.83,2.19,0,0,0,0,0,0
