stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,8.17,0
72hpf,1.07,195.77,69.54,2.14,29.95,464.29,646.15,126.24
21Day,5.35,148.58,58.9,53.54,22.76,161.96,161.96,117.79
