stage,Epithelial,Germ,Neuron,Stromal
24hpf,0,0,4.09,4.09
72hpf,0,0,20.33,0
21Day,0,1.34,6.69,2.68
3Month,0.64,0,0,0.32
22Month,2.19,0,0,0
