stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,4.09,8.17,0,0
72hpf,0,1.07,1.07,0,1.07,1.07,0,6.42
21Day,0,0,0,2.68,0,0,1.34,2.68
3Month,0.32,0.96,0,2.56,0.32,0,0,0
