stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,4.09
72hpf,0,0,1.07,0,0,2.14,0,1.07
21Day,0,0,0,0,0,0,0,2.68
3Month,0,5.12,0,0.96,0.64,0,0.32,0.64
22Month,0.55,1.09,0,0,1.09,0,0,0.55
