stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,0,0
72hpf,6.42,0,0,1.07,1.07,0,2.14
21Day,13.39,0,0,0,1.34,0,0
3Month,3.2,8.64,0.32,0.32,0,0.32,0
