stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,8.17,0,232.93,0,16.35
72hpf,0,0,0,1.07,0,0,0
21Day,0,0,0,0,0,1.34,4.02
3Month,8.32,73.59,1.6,0.96,0.64,1.28,0.64
22Month,2.73,13.12,0.55,0,0.55,0,0
