stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0
72hpf,1.07,0,0,1.07,2.14,0,0
21Day,0,0,1.34,5.35,1.34,0,0
3Month,1.6,13.76,2.56,0,0.32,0.32,0.32
22Month,0,0,0.55,0,0,0,0.55
