stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,8.17,0,0,4.09,241.1,0,0,24.52
72hpf,5.35,13.91,0,1.07,9.63,80.23,0,0,38.51
21Day,2.68,20.08,2.68,9.37,8.03,33.46,0,1.34,64.25
3Month,2.24,17.28,0.32,5.76,1.92,0.64,0,0.96,23.68
22Month,3.28,16.95,1.64,7.11,0,1.64,0.55,0.55,12.57
