stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,4.09
72hpf,1.07,0,0,3.21,52.42,0,1.07
21Day,1.34,1.34,0,2.68,22.76,1.34,0
22Month,3.83,0,1.64,0,0.55,0,1.09
