stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,1.07,0,0,0,1.07,0,4.28
21Day,0,0,0,1.34,0,1.34,0,1.34
3Month,0,3.84,1.28,0.96,0.32,0.64,0,1.28
22Month,0.55,30.07,0.55,4.37,1.09,0,1.09,2.19
