stage,Endothelial,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,4.09,40.86,0,4.09
72hpf,0,2.14,1.07,1.07,46,0,11.77
21Day,1.34,0,0,6.69,6.69,1.34,6.69
22Month,0.55,2.19,0,0,0,0,1.64
