stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,2.14,0,0,0,0,0,1.07
21Day,2.68,0,0,1.34,0,0,0
3Month,6.4,0.32,0.32,0,0,0.64,0
22Month,7.11,1.09,0.55,0,0.55,0,1.09
