stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,12.26,0,0,0,0
72hpf,1.07,0,0,0,0,2.14,0,0
21Day,6.69,2.68,0,24.09,0,1.34,1.34,1.34
3Month,9.28,0,3.2,36.15,1.6,0,0.64,0.32
22Month,3.83,0,0,39.91,0.55,0,0,0
